class_id,count
0,0
1,0
2,0
3,32
4,0
5,0
6,1
7,5
8,5
9,0
10,3
11,0
12,7
13,0
14,8
15,0
16,6
17,38
18,0
19,9
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,3
30,14
31,0
32,0
33,0
34,0
35,0
36,0
