class_id,count
0,9
1,3
2,5
3,26
4,13
5,1
6,3
7,22
8,42
9,9
10,22
11,15
12,16
13,22
14,37
15,36
16,14
17,52
18,61
19,25
20,1
21,34
22,31
23,12
24,38
25,41
26,3
27,0
28,35
29,16
30,36
31,34
32,17
33,23
34,5
35,46
36,50
