class_id,accuracy,f1
0,0.5918367346938775,0.6010362694300518
1,0.79,0.6556016597510373
2,0.24,0.3310344827586207
3,0.92,0.8214285714285714
4,0.64,0.7485380116959064
5,0.46,0.46938775510204084
6,0.77,0.6754385964912281
7,0.6931818181818182,0.7721518987341772
8,0.7171717171717171,0.7759562841530054
9,0.7,0.6862745098039216
10,0.77,0.8235294117647058
11,0.5463917525773195,0.6625
12,0.86,0.8730964467005076
13,0.88,0.8461538461538461
14,0.98,0.9289099526066351
15,0.94,0.9038461538461539
16,0.93,0.93
17,0.98,0.98
18,0.98989898989899,0.9655172413793104
19,0.96,0.964824120603015
20,0.58,0.5523809523809524
21,0.83,0.8736842105263158
22,0.97,0.9509803921568627
23,0.88,0.8186046511627907
24,0.97,0.9326923076923077
25,0.97,0.9797979797979798
26,0.34,0.39080459770114945
27,0.68,0.576271186440678
28,0.99,0.9519230769230769
29,0.82,0.8770053475935828
30,0.8686868686868687,0.9052631578947369
31,0.95,0.9004739336492891
32,0.73,0.8111111111111111
33,0.78,0.861878453038674
34,0.651685393258427,0.5296803652968036
35,0.93,0.8899521531100478
36,0.98,0.9702970297029703
