class_id,count
0,73
1,50
2,38
3,63
4,69
5,39
6,56
7,69
8,78
9,58
10,63
11,47
12,63
13,74
14,69
15,76
16,61
17,79
18,83
19,67
20,56
21,69
22,70
23,51
24,70
25,75
26,54
27,37
28,62
29,70
30,69
31,72
32,61
33,77
34,58
35,77
36,79
