class_id,count
0,5
1,18
2,8
3,72
4,4
5,10
6,32
7,23
8,29
9,30
10,30
11,24
12,32
13,40
14,66
15,52
16,41
17,75
18,84
19,61
20,6
21,66
22,47
23,51
24,70
25,72
26,3
27,16
28,49
29,48
30,66
31,59
32,32
33,37
34,39
35,80
36,73
