class_id,count
0,0
1,1
2,1
3,18
4,0
5,0
6,0
7,8
8,3
9,1
10,8
11,0
12,6
13,2
14,15
15,7
16,3
17,38
18,47
19,17
20,0
21,18
22,8
23,15
24,21
25,25
26,0
27,0
28,7
29,7
30,35
31,7
32,1
33,2
34,0
35,31
36,17
