class_id,accuracy,f1
0,0.8367346938775511,0.8367346938775511
1,0.91,0.801762114537445
2,0.54,0.6136363636363636
3,0.92,0.934010152284264
4,0.92,0.9246231155778895
5,0.76,0.6495726495726496
6,0.77,0.7129629629629629
7,0.9090909090909091,0.8888888888888888
8,0.8888888888888888,0.8585365853658536
9,0.79,0.7821782178217822
10,0.89,0.8811881188118812
11,0.8144329896907216,0.8186528497409327
12,0.93,0.9393939393939394
13,0.94,0.9494949494949495
14,0.99,0.9252336448598131
15,0.96,0.96
16,0.94,0.9306930693069307
17,1.0,0.9569377990430622
18,0.98989898989899,0.9751243781094527
19,0.93,0.9538461538461539
20,0.61,0.6666666666666666
21,0.85,0.8994708994708994
22,0.99,0.9611650485436893
23,0.87,0.8405797101449275
24,0.96,0.9746192893401016
25,0.96,0.9696969696969697
26,0.46,0.5786163522012578
27,0.63,0.7368421052631579
28,0.94,0.9543147208121827
29,0.96,0.964824120603015
30,0.9696969696969697,0.96
31,0.99,0.9519230769230769
32,0.91,0.8348623853211009
33,0.91,0.9238578680203046
34,0.550561797752809,0.5798816568047337
35,0.93,0.9393939393939394
36,0.97,0.9797979797979798
