class_id,accuracy,f1
0,0.5204081632653061,0.5795454545454546
1,0.63,0.5650224215246636
2,0.28,0.35668789808917195
3,0.95,0.7335907335907336
4,0.39,0.5306122448979592
5,0.47,0.49473684210526314
6,0.73,0.5863453815261044
7,0.7386363636363636,0.8176100628930818
8,0.8282828282828283,0.8241206030150754
9,0.74,0.669683257918552
10,0.75,0.8426966292134831
11,0.5979381443298969,0.6946107784431138
12,0.71,0.7845303867403315
13,0.84,0.8155339805825242
14,0.99,0.853448275862069
15,0.93,0.8985507246376812
16,0.89,0.8855721393034826
17,1.0,0.9523809523809523
18,0.9797979797979798,0.9651741293532339
19,0.95,0.945273631840796
20,0.5,0.5
21,0.89,0.8768472906403941
22,0.96,0.9504950495049505
23,0.77,0.7938144329896907
24,0.94,0.9353233830845771
25,0.98,0.9849246231155779
26,0.31,0.3463687150837989
27,0.63,0.5384615384615384
28,0.98,0.9607843137254902
29,0.87,0.9206349206349206
30,0.9797979797979798,0.9023255813953488
31,0.97,0.8858447488584474
32,0.71,0.7759562841530054
33,0.85,0.8900523560209425
34,0.48314606741573035,0.5119047619047619
35,0.9,0.9137055837563451
36,0.89,0.9081632653061225
