class_id,count
0,49
1,24
2,21
3,50
4,43
5,13
6,22
7,56
8,69
9,36
10,49
11,30
12,51
13,51
14,60
15,66
16,45
17,72
18,78
19,58
20,33
21,59
22,61
23,37
24,58
25,71
26,19
27,14
28,54
29,57
30,62
31,64
32,42
33,64
34,35
35,67
36,71
