class_id,accuracy,f1
0,0.5714285714285714,0.6829268292682927
1,0.86,0.7226890756302521
2,0.22,0.3283582089552239
3,0.97,0.7106227106227107
4,0.16,0.2689075630252101
5,0.26,0.34210526315789475
6,0.67,0.6175115207373272
7,0.7954545454545454,0.8333333333333334
8,0.797979797979798,0.8315789473684211
9,0.78,0.75
10,0.8,0.8791208791208791
11,0.7216494845360825,0.717948717948718
12,0.89,0.9081632653061225
13,0.91,0.8921568627450981
14,0.99,0.908256880733945
15,0.94,0.9494949494949495
16,0.89,0.9222797927461139
17,1.0,0.966183574879227
18,1.0,0.9565217391304348
19,0.97,0.9509803921568627
20,0.56,0.4534412955465587
21,0.9,0.9090909090909091
22,0.98,0.9751243781094527
23,0.89,0.7705627705627706
24,0.97,0.9797979797979798
25,0.98,0.9751243781094527
26,0.33,0.39759036144578314
27,0.64,0.6736842105263158
28,0.96,0.9411764705882353
29,0.96,0.9504950495049505
30,0.9393939393939394,0.9253731343283582
31,0.99,0.9252336448598131
32,0.81,0.8181818181818182
33,0.97,0.9282296650717703
34,0.6179775280898876,0.5555555555555556
35,0.96,0.9186602870813397
36,1.0,0.9803921568627451
