class_id,accuracy,f1
0,0.29591836734693877,0.232
1,0.57,0.42066420664206644
2,0.14,0.19310344827586207
3,0.97,0.43015521064301554
4,0.0,0.0
5,0.22,0.2913907284768212
6,0.09,0.125
7,0.7272727272727273,0.5182186234817814
8,0.6565656565656566,0.5284552845528455
9,0.19,0.2638888888888889
10,0.8,0.6451612903225806
11,0.7422680412371134,0.6605504587155964
12,0.2,0.25477707006369427
13,0.15,0.2222222222222222
14,0.5,0.6289308176100629
15,0.56,0.6021505376344086
16,0.12,0.15894039735099338
17,0.99,0.2385542168674699
18,0.9696969696969697,0.8888888888888888
19,0.81,0.8571428571428571
20,0.07,0.11382113821138211
21,0.25,0.29239766081871343
22,0.27,0.375
23,0.33,0.4177215189873418
24,0.29,0.44274809160305345
25,0.06,0.11214953271028037
26,0.06,0.10526315789473684
27,0.68,0.5230769230769231
28,0.3,0.410958904109589
29,0.68,0.6570048309178744
30,0.8484848484848485,0.6436781609195402
31,0.21,0.27450980392156865
32,0.61,0.6009852216748769
33,0.01,0.01818181818181818
34,0.02247191011235955,0.029850746268656716
35,0.28,0.3684210526315789
36,0.08,0.13333333333333333
