class_id,accuracy,f1
0,0.05102040816326531,0.08547008547008547
1,0.08,0.1391304347826087
2,0.1,0.16260162601626016
3,0.99,0.4351648351648352
4,0.0,0.0
5,0.61,0.4420289855072464
6,0.12,0.1610738255033557
7,0.9204545454545454,0.40298507462686567
8,0.9494949494949495,0.5179063360881543
9,0.05,0.07874015748031496
10,0.82,0.6666666666666666
11,0.24742268041237114,0.384
12,0.58,0.4218181818181818
13,0.0,0.0
14,1.0,0.6389776357827476
15,0.0,0.0
16,0.39,0.44571428571428573
17,1.0,0.30257186081694404
18,0.06060606060606061,0.11428571428571428
19,1.0,0.5063291139240507
20,0.07,0.1206896551724138
21,0.14,0.24347826086956523
22,0.0,0.0
23,0.39,0.484472049689441
24,0.03,0.05825242718446602
25,0.12,0.21428571428571427
26,0.02,0.0392156862745098
27,0.48,0.366412213740458
28,0.0,0.0
29,1.0,0.4662004662004662
30,0.9797979797979798,0.6759581881533101
31,0.27,0.4186046511627907
32,0.06,0.11214953271028037
33,0.02,0.0392156862745098
34,0.0,0.0
35,0.3,0.45112781954887216
36,0.52,0.6419753086419753
