class_id,count
0,2
1,6
2,1
3,60
4,1
5,4
6,19
7,6
8,22
9,13
10,17
11,15
12,20
13,25
14,54
15,31
16,20
17,60
18,76
19,49
20,2
21,51
22,34
23,36
24,54
25,56
26,1
27,9
28,30
29,30
30,60
31,36
32,22
33,25
34,27
35,64
36,65
