class_id,accuracy,f1
0,0.8469387755102041,0.8877005347593583
1,0.91,0.7947598253275109
2,0.44,0.5534591194968553
3,0.94,0.9261083743842364
4,0.9,0.9183673469387755
5,0.8,0.6896551724137931
6,0.65,0.7142857142857143
7,0.9204545454545454,0.8804347826086957
8,0.898989898989899,0.89
9,0.67,0.788235294117647
10,0.89,0.8855721393034826
11,0.711340206185567,0.8070175438596491
12,0.94,0.9170731707317074
13,0.89,0.9270833333333334
14,0.98,0.9289099526066351
15,0.97,0.9603960396039604
16,0.96,0.964824120603015
17,1.0,0.966183574879227
18,0.9797979797979798,0.9797979797979798
19,0.97,0.97
20,0.71,0.6893203883495146
21,0.87,0.9157894736842105
22,0.97,0.9748743718592965
23,0.79,0.8404255319148937
24,0.96,0.9746192893401016
25,0.99,0.9850746268656716
26,0.78,0.6872246696035242
27,0.86,0.8269230769230769
28,0.95,0.9595959595959596
29,0.98,0.9655172413793104
30,0.98989898989899,0.9514563106796117
31,0.98,0.9655172413793104
32,0.89,0.8855721393034826
33,0.92,0.9154228855721394
34,0.6179775280898876,0.5913978494623656
35,0.91,0.9381443298969072
36,1.0,0.9900990099009901
