class_id,count
0,0
1,0
2,0
3,19
4,0
5,0
6,0
7,0
8,2
9,0
10,0
11,0
12,0
13,0
14,9
15,0
16,0
17,9
18,4
19,0
20,0
21,5
22,0
23,1
24,1
25,4
26,0
27,0
28,0
29,0
30,24
31,0
32,1
33,1
34,0
35,7
36,6
