class_id,accuracy,f1
0,0.7551020408163265,0.783068783068783
1,0.84,0.7433628318584071
2,0.42,0.5283018867924528
3,0.97,0.7950819672131147
4,0.48,0.6442953020134228
5,0.4,0.42105263157894735
6,0.6,0.6382978723404256
7,0.7386363636363636,0.7926829268292683
8,0.8080808080808081,0.8290155440414507
9,0.68,0.723404255319149
10,0.64,0.7485380116959064
11,0.6804123711340206,0.7719298245614035
12,0.93,0.8416289592760181
13,0.67,0.7928994082840237
14,1.0,0.9090909090909091
15,0.97,0.9509803921568627
16,0.78,0.861878453038674
17,0.99,0.908256880733945
18,0.98989898989899,0.9849246231155779
19,0.92,0.9583333333333334
20,0.68,0.6098654708520179
21,0.99,0.7226277372262774
22,0.95,0.95
23,0.85,0.7981220657276995
24,0.97,0.9748743718592965
25,0.98,0.9560975609756097
26,0.6,0.6185567010309279
27,0.64,0.649746192893401
28,0.97,0.9065420560747663
29,0.94,0.9494949494949495
30,0.9696969696969697,0.909952606635071
31,0.97,0.9463414634146341
32,0.81,0.81
33,0.82,0.8770053475935828
34,0.5617977528089888,0.5988023952095808
35,0.9,0.9090909090909091
36,1.0,0.9216589861751152
